,timestamp,call_close,put_close
192,2023-01-23 18:03:00,0.05,
193,2023-01-23 18:04:00,,0.05
194,2023-01-23 18:05:00,,0.05
195,2023-01-23 18:06:00,,0.05
196,2023-01-23 18:07:00,,0.05
197,2023-01-23 18:08:00,0.05,
198,2023-01-23 18:09:00,0.05,
199,2023-01-23 18:10:00,0.05,
200,2023-01-23 18:13:00,,0.05
201,2023-01-23 18:14:00,0.05,
202,2023-01-23 18:15:00,0.05,
203,2023-01-23 18:16:00,,0.05
204,2023-01-23 18:17:00,,0.05
205,2023-01-23 18:18:00,0.05,
206,2023-01-23 18:19:00,0.05,
207,2023-01-23 18:20:00,0.05,
208,2023-01-23 18:21:00,0.05,
209,2023-01-23 18:22:00,0.05,
210,2023-01-23 18:24:00,0.05,
211,2023-01-23 18:25:00,,0.05
212,2023-01-23 18:26:00,,0.05
213,2023-01-23 18:27:00,,0.05
214,2023-01-23 18:28:00,,0.07
215,2023-01-23 18:29:00,,0.05
216,2023-01-23 18:30:00,0.05,
217,2023-01-23 18:31:00,,0.05
218,2023-01-23 18:32:00,0.05,
219,2023-01-23 18:34:00,0.05,
220,2023-01-23 18:35:00,0.05,
221,2023-01-23 18:36:00,,0.05
222,2023-01-23 18:37:00,,0.05
223,2023-01-23 18:38:00,,0.05
224,2023-01-23 18:39:00,,0.05
225,2023-01-23 18:40:00,0.05,
226,2023-01-23 18:41:00,0.05,
227,2023-01-23 18:42:00,,0.1
228,2023-01-23 18:43:00,,0.05
229,2023-01-23 18:44:00,,0.07
230,2023-01-23 18:46:00,0.05,
231,2023-01-23 18:47:00,0.05,
232,2023-01-23 18:48:00,,0.05
233,2023-01-23 18:50:00,,0.05
234,2023-01-23 18:51:00,0.05,
235,2023-01-23 18:58:00,,0.05
236,2023-01-23 18:59:00,0.05,
237,2023-01-23 19:00:00,0.05,
238,2023-01-23 19:01:00,0.05,
239,2023-01-23 19:02:00,0.05,
240,2023-01-23 19:03:00,0.05,
241,2023-01-23 19:06:00,0.05,
242,2023-01-23 19:07:00,,0.05
243,2023-01-23 19:10:00,,0.05
244,2023-01-23 19:11:00,,0.05
245,2023-01-23 19:13:00,,0.05
246,2023-01-23 19:17:00,0.05,
247,2023-01-23 19:18:00,,0.05
248,2023-01-23 19:25:00,0.05,
249,2023-01-23 19:27:00,0.05,
250,2023-01-23 19:28:00,0.05,
251,2023-01-23 19:30:00,0.05,
252,2023-01-23 19:31:00,0.05,
253,2023-01-23 19:32:00,0.05,
254,2023-01-23 19:35:00,0.05,
255,2023-01-23 19:37:00,0.05,
256,2023-01-23 19:42:00,,0.05
257,2023-01-23 19:46:00,0.05,
258,2023-01-23 19:47:00,,0.05
259,2023-01-23 19:48:00,,0.05
260,2023-01-23 19:49:00,,0.05
261,2023-01-23 19:51:00,,0.05
262,2023-01-23 19:52:00,0.05,
263,2023-01-23 19:54:00,,0.05
264,2023-01-23 19:55:00,0.05,
265,2023-01-23 20:00:00,,0.05
266,2023-01-23 20:25:00,,0.05
267,2023-01-23 20:29:00,,0.05
268,2023-01-23 20:38:00,,0.05
269,2023-01-23 20:40:00,0.05,
270,2023-01-23 20:53:00,0.05,
271,2023-01-24 14:30:00,0.05,
272,2023-01-24 14:31:00,0.05,
273,2023-01-24 14:32:00,0.1,
274,2023-01-24 14:33:00,0.1,
275,2023-01-24 14:34:00,0.07,
276,2023-01-24 14:35:00,0.05,
277,2023-01-24 14:36:00,0.05,
278,2023-01-24 14:37:00,0.05,
279,2023-01-24 14:38:00,0.05,
280,2023-01-24 14:39:00,0.05,
281,2023-01-24 14:40:00,0.07,
282,2023-01-24 14:41:00,0.05,
283,2023-01-24 14:42:00,0.05,
284,2023-01-24 14:43:00,0.05,
285,2023-01-24 14:44:00,0.07,
286,2023-01-24 14:45:00,0.05,
287,2023-01-24 14:46:00,0.07,
288,2023-01-24 14:47:00,0.07,
289,2023-01-24 14:48:00,0.07,
290,2023-01-24 14:49:00,0.07,
291,2023-01-24 14:50:00,0.05,
292,2023-01-24 14:51:00,0.07,
293,2023-01-24 14:52:00,0.1,
294,2023-01-24 14:53:00,0.1,
295,2023-01-24 14:54:00,0.07,
296,2023-01-24 14:55:00,0.07,
297,2023-01-24 14:56:00,0.05,
298,2023-01-24 14:57:00,0.05,
299,2023-01-24 14:58:00,0.05,
300,2023-01-24 14:59:00,,0.15
301,2023-01-24 15:00:00,0.05,
302,2023-01-24 15:01:00,0.05,
303,2023-01-24 15:02:00,0.05,
304,2023-01-24 15:03:00,0.07,
305,2023-01-24 15:04:00,,0.12
306,2023-01-24 15:05:00,0.07,
307,2023-01-24 15:06:00,0.05,
308,2023-01-24 15:07:00,,0.15
309,2023-01-24 15:08:00,0.05,
310,2023-01-24 15:09:00,0.05,
311,2023-01-24 15:10:00,0.05,
312,2023-01-24 15:11:00,0.05,
313,2023-01-24 15:12:00,0.05,
314,2023-01-24 15:13:00,0.05,
315,2023-01-24 15:14:00,0.05,
316,2023-01-24 15:15:00,0.05,
317,2023-01-24 15:16:00,0.05,
318,2023-01-24 15:18:00,,0.07
319,2023-01-24 15:19:00,,0.07
320,2023-01-24 15:20:00,0.05,
321,2023-01-24 15:21:00,,0.07
322,2023-01-24 15:24:00,0.05,
323,2023-01-24 15:25:00,,0.07
324,2023-01-24 15:26:00,,0.07
325,2023-01-24 15:28:00,0.05,
326,2023-01-24 15:29:00,,0.07
327,2023-01-24 15:30:00,,0.05
328,2023-01-24 15:31:00,,0.05
329,2023-01-24 15:32:00,,0.05
330,2023-01-24 15:33:00,0.05,
331,2023-01-24 15:34:00,,0.05
332,2023-01-24 15:35:00,0.05,
333,2023-01-24 15:37:00,0.05,
334,2023-01-24 15:38:00,0.05,
335,2023-01-24 15:39:00,,0.09
336,2023-01-24 15:40:00,,0.07
337,2023-01-24 15:41:00,0.05,
338,2023-01-24 15:42:00,,0.07
339,2023-01-24 15:43:00,0.05,
340,2023-01-24 15:45:00,,0.05
341,2023-01-24 15:46:00,,0.05
342,2023-01-24 15:47:00,0.05,
343,2023-01-24 15:48:00,0.05,
344,2023-01-24 15:49:00,0.05,
345,2023-01-24 15:50:00,0.05,
346,2023-01-24 15:51:00,0.05,
347,2023-01-24 15:52:00,,0.05
348,2023-01-24 15:54:00,,0.07
349,2023-01-24 15:55:00,0.05,
350,2023-01-24 15:56:00,0.05,
351,2023-01-24 15:57:00,0.05,
352,2023-01-24 16:00:00,0.05,
353,2023-01-24 16:01:00,0.05,
354,2023-01-24 16:02:00,0.05,
355,2023-01-24 16:03:00,0.05,
356,2023-01-24 16:04:00,0.05,
357,2023-01-24 16:05:00,0.05,
358,2023-01-24 16:06:00,0.05,
359,2023-01-24 16:07:00,0.05,
360,2023-01-24 16:08:00,0.05,
361,2023-01-24 16:09:00,0.05,
362,2023-01-24 16:10:00,0.05,
363,2023-01-24 16:11:00,0.05,
364,2023-01-24 16:12:00,0.05,
365,2023-01-24 16:15:00,,0.05
366,2023-01-24 16:16:00,,0.05
367,2023-01-24 16:17:00,,0.07
368,2023-01-24 16:18:00,,0.05
369,2023-01-24 16:19:00,0.05,
370,2023-01-24 16:21:00,0.05,
371,2023-01-24 16:22:00,,0.05
372,2023-01-24 16:23:00,0.05,
373,2023-01-24 16:26:00,,0.05
374,2023-01-24 16:27:00,,0.05
375,2023-01-24 16:28:00,,0.05
376,2023-01-24 16:31:00,0.05,
377,2023-01-24 16:33:00,0.05,
378,2023-01-24 16:34:00,0.05,
379,2023-01-24 16:35:00,0.05,
380,2023-01-24 16:36:00,0.05,
381,2023-01-24 16:38:00,0.05,
382,2023-01-24 16:39:00,0.05,
383,2023-01-24 16:40:00,0.05,
384,2023-01-24 16:41:00,,0.05
385,2023-01-24 16:42:00,,0.05
386,2023-01-24 16:43:00,,0.05
387,2023-01-24 16:44:00,,0.05
388,2023-01-24 16:45:00,,0.05
389,2023-01-24 16:47:00,,0.07
390,2023-01-24 16:51:00,,0.05
391,2023-01-24 16:57:00,,0.05
392,2023-01-24 17:01:00,0.05,
393,2023-01-24 17:04:00,,0.05
394,2023-01-24 17:07:00,0.05,
395,2023-01-24 17:11:00,0.05,
396,2023-01-24 17:24:00,,0.05
397,2023-01-24 17:25:00,,0.05
398,2023-01-24 17:28:00,,0.05
399,2023-01-24 17:29:00,,0.05
400,2023-01-24 17:30:00,,0.05
401,2023-01-24 17:33:00,,0.05
402,2023-01-24 17:35:00,,0.05
403,2023-01-24 17:36:00,0.05,
404,2023-01-24 17:38:00,,0.05
405,2023-01-24 17:39:00,,0.05
406,2023-01-24 17:40:00,,0.05
407,2023-01-24 17:42:00,,0.05
408,2023-01-24 17:50:00,,0.05
409,2023-01-24 17:51:00,,0.05
410,2023-01-24 17:52:00,,0.05
411,2023-01-24 17:57:00,,0.05
412,2023-01-24 18:10:00,,0.05
413,2023-01-24 18:13:00,0.05,
414,2023-01-24 18:16:00,0.05,
415,2023-01-24 18:21:00,0.05,
416,2023-01-24 18:26:00,0.05,
417,2023-01-24 18:31:00,0.05,
418,2023-01-24 18:47:00,0.05,
419,2023-01-24 18:51:00,0.05,
420,2023-01-24 18:58:00,0.05,
421,2023-01-24 19:00:00,0.05,
422,2023-01-24 19:20:00,,0.04
423,2023-01-24 19:22:00,0.05,
424,2023-01-24 19:24:00,0.05,
425,2023-01-24 19:31:00,0.05,
426,2023-01-24 19:37:00,0.05,
427,2023-01-24 19:50:00,,0.05
428,2023-01-24 20:03:00,0.05,
429,2023-01-24 20:04:00,0.05,
430,2023-01-24 20:05:00,0.05,
431,2023-01-24 20:06:00,0.05,
432,2023-01-24 20:09:00,0.05,
433,2023-01-24 20:41:00,,0.05
434,2023-01-24 20:42:00,0.05,
435,2023-01-24 20:55:00,,0.05
436,2023-01-24 20:58:00,,0.05
437,2023-01-25 14:30:00,0.05,
438,2023-01-25 14:31:00,0.05,
439,2023-01-25 14:32:00,0.05,
440,2023-01-25 14:33:00,0.05,
441,2023-01-25 14:34:00,0.05,
442,2023-01-25 14:35:00,0.05,
443,2023-01-25 14:36:00,0.05,
444,2023-01-25 14:37:00,0.05,
445,2023-01-25 14:38:00,,0.35
446,2023-01-25 14:39:00,0.05,
447,2023-01-25 14:40:00,,0.25
448,2023-01-25 14:41:00,0.05,
449,2023-01-25 14:42:00,,0.3
450,2023-01-25 14:43:00,,0.35
451,2023-01-25 14:44:00,0.05,
452,2023-01-25 14:45:00,0.05,
453,2023-01-25 14:46:00,0.05,
454,2023-01-25 14:47:00,,0.25
455,2023-01-25 14:48:00,,0.35
456,2023-01-25 14:49:00,,0.37
457,2023-01-25 14:50:00,,0.37
458,2023-01-25 14:51:00,,0.4
459,2023-01-25 14:52:00,,0.37
460,2023-01-25 14:53:00,,0.45
461,2023-01-25 14:54:00,,0.5
462,2023-01-25 14:55:00,,0.55
463,2023-01-25 14:56:00,,0.6
464,2023-01-25 14:57:00,,0.65
465,2023-01-25 14:58:00,,0.55
466,2023-01-25 14:59:00,,0.7
467,2023-01-25 15:00:00,0.05,
468,2023-01-25 15:01:00,,0.5
469,2023-01-25 15:02:00,,0.55
470,2023-01-25 15:03:00,,0.45
471,2023-01-25 15:04:00,,0.35
472,2023-01-25 15:05:00,,0.3
473,2023-01-25 15:06:00,,0.2
474,2023-01-25 15:07:00,,0.25
475,2023-01-25 15:08:00,,0.35
476,2023-01-25 15:09:00,,0.32
477,2023-01-25 15:10:00,0.05,
478,2023-01-25 15:11:00,,0.32
479,2023-01-25 15:12:00,0.05,
480,2023-01-25 15:13:00,,0.34
481,2023-01-25 15:14:00,,0.42
482,2023-01-25 15:15:00,,0.5
483,2023-01-25 15:16:00,,0.45
484,2023-01-25 15:17:00,,0.3
485,2023-01-25 15:18:00,0.05,
486,2023-01-25 15:19:00,,0.36
487,2023-01-25 15:20:00,,0.37
488,2023-01-25 15:21:00,,0.45
489,2023-01-25 15:22:00,,0.4
490,2023-01-25 15:23:00,,0.45
491,2023-01-25 15:24:00,,0.5
492,2023-01-25 15:25:00,,0.45
493,2023-01-25 15:26:00,,0.4
494,2023-01-25 15:27:00,,0.45
495,2023-01-25 15:28:00,,0.45
496,2023-01-25 15:29:00,,0.4
497,2023-01-25 15:30:00,,0.4
498,2023-01-25 15:31:00,,0.32
499,2023-01-25 15:32:00,,0.45
500,2023-01-25 15:33:00,,0.45
501,2023-01-25 15:34:00,0.05,
502,2023-01-25 15:35:00,,0.42
503,2023-01-25 15:36:00,,0.55
504,2023-01-25 15:37:00,0.05,
505,2023-01-25 15:38:00,,0.6
506,2023-01-25 15:39:00,,0.6
507,2023-01-25 15:40:00,0.05,
508,2023-01-25 15:41:00,,0.42
509,2023-01-25 15:42:00,,0.47
510,2023-01-25 15:43:00,,0.4
511,2023-01-25 15:44:00,,0.42
512,2023-01-25 15:45:00,,0.45
513,2023-01-25 15:46:00,,0.35
514,2023-01-25 15:47:00,,0.4
515,2023-01-25 15:48:00,,0.35
516,2023-01-25 15:49:00,,0.45
517,2023-01-25 15:50:00,,0.55
518,2023-01-25 15:51:00,0.05,
519,2023-01-25 15:52:00,0.05,
520,2023-01-25 15:53:00,,0.42
521,2023-01-25 15:54:00,,0.4
522,2023-01-25 15:55:00,,0.35
523,2023-01-25 15:56:00,,0.35
524,2023-01-25 15:57:00,,0.3
525,2023-01-25 15:58:00,,0.25
526,2023-01-25 15:59:00,,0.32
527,2023-01-25 16:00:00,,0.35
528,2023-01-25 16:01:00,,0.25
529,2023-01-25 16:02:00,,0.3
530,2023-01-25 16:03:00,,0.3
531,2023-01-25 16:04:00,,0.25
532,2023-01-25 16:05:00,,0.3
533,2023-01-25 16:06:00,,0.3
534,2023-01-25 16:07:00,,0.3
535,2023-01-25 16:08:00,,0.35
536,2023-01-25 16:09:00,,0.32
537,2023-01-25 16:10:00,,0.33
538,2023-01-25 16:11:00,,0.3
539,2023-01-25 16:12:00,,0.2
540,2023-01-25 16:13:00,,0.22
541,2023-01-25 16:14:00,,0.22
542,2023-01-25 16:15:00,,0.2
543,2023-01-25 16:16:00,,0.16
544,2023-01-25 16:17:00,,0.2
545,2023-01-25 16:18:00,,0.2
546,2023-01-25 16:19:00,,0.17
547,2023-01-25 16:20:00,,0.15
548,2023-01-25 16:21:00,,0.15
549,2023-01-25 16:22:00,,0.1
550,2023-01-25 16:23:00,,0.2
551,2023-01-25 16:24:00,,0.15
552,2023-01-25 16:25:00,,0.2
553,2023-01-25 16:26:00,,0.15
554,2023-01-25 16:27:00,,0.1
555,2023-01-25 16:28:00,,0.15
556,2023-01-25 16:29:00,,0.15
557,2023-01-25 16:30:00,,0.15
558,2023-01-25 16:31:00,,0.15
559,2023-01-25 16:32:00,,0.12
560,2023-01-25 16:33:00,,0.15
561,2023-01-25 16:34:00,,0.12
562,2023-01-25 16:35:00,,0.15
563,2023-01-25 16:36:00,,0.1
564,2023-01-25 16:37:00,,0.1
565,2023-01-25 16:38:00,,0.12
566,2023-01-25 16:39:00,,0.12
567,2023-01-25 16:40:00,,0.1
568,2023-01-25 16:41:00,,0.15
569,2023-01-25 16:42:00,,0.1
570,2023-01-25 16:43:00,,0.12
571,2023-01-25 16:44:00,,0.12
572,2023-01-25 16:45:00,,0.12
573,2023-01-25 16:46:00,,0.1
574,2023-01-25 16:47:00,,0.12
575,2023-01-25 16:48:00,,0.15
576,2023-01-25 16:49:00,,0.12
577,2023-01-25 16:50:00,,0.15
578,2023-01-25 16:51:00,,0.1
579,2023-01-25 16:52:00,0.05,
580,2023-01-25 16:53:00,0.05,
581,2023-01-25 16:54:00,0.05,
582,2023-01-25 16:55:00,,0.1
583,2023-01-25 16:56:00,,0.05
584,2023-01-25 16:57:00,,0.05
585,2023-01-25 16:58:00,,0.1
586,2023-01-25 16:59:00,0.05,
587,2023-01-25 17:00:00,,0.07
588,2023-01-25 17:01:00,,0.05
589,2023-01-25 17:02:00,,0.1
590,2023-01-25 17:03:00,,0.1
591,2023-01-25 17:04:00,,0.07
592,2023-01-25 17:05:00,,0.1
593,2023-01-25 17:06:00,,0.1
594,2023-01-25 17:07:00,,0.1
595,2023-01-25 17:08:00,,0.05
596,2023-01-25 17:09:00,,0.1
597,2023-01-25 17:10:00,,0.1
598,2023-01-25 17:11:00,0.05,
599,2023-01-25 17:12:00,,0.1
600,2023-01-25 17:13:00,,0.07
601,2023-01-25 17:14:00,,0.07
602,2023-01-25 17:15:00,,0.07
603,2023-01-25 17:16:00,,0.07
604,2023-01-25 17:17:00,0.05,
605,2023-01-25 17:18:00,,0.1
606,2023-01-25 17:19:00,0.05,
607,2023-01-25 17:20:00,,0.1
608,2023-01-25 17:21:00,,0.07
609,2023-01-25 17:24:00,,0.1
610,2023-01-25 17:25:00,,0.07
611,2023-01-25 17:26:00,,0.1
612,2023-01-25 17:27:00,,0.1
613,2023-01-25 17:28:00,,0.1
614,2023-01-25 17:29:00,,0.1
615,2023-01-25 17:30:00,,0.07
616,2023-01-25 17:31:00,,0.05
617,2023-01-25 17:32:00,,0.1
618,2023-01-25 17:33:00,,0.07
619,2023-01-25 17:34:00,,0.05
620,2023-01-25 17:35:00,,0.07
621,2023-01-25 17:36:00,,0.07
622,2023-01-25 17:37:00,,0.07
623,2023-01-25 17:40:00,,0.1
624,2023-01-25 17:41:00,,0.05
625,2023-01-25 17:43:00,,0.07
626,2023-01-25 17:44:00,,0.05
627,2023-01-25 17:46:00,,0.05
628,2023-01-25 17:49:00,,0.05
629,2023-01-25 17:51:00,,0.05
630,2023-01-25 17:52:00,,0.07
631,2023-01-25 17:53:00,,0.07
632,2023-01-25 17:54:00,,0.05
633,2023-01-25 17:56:00,,0.05
634,2023-01-25 17:57:00,,0.07
635,2023-01-25 17:58:00,,0.05
636,2023-01-25 18:01:00,,0.07
637,2023-01-25 18:02:00,0.05,
638,2023-01-25 18:03:00,,0.05
639,2023-01-25 18:04:00,,0.05
640,2023-01-25 18:05:00,0.05,
641,2023-01-25 18:06:00,,0.1
642,2023-01-25 18:07:00,,0.05
643,2023-01-25 18:08:00,,0.07
644,2023-01-25 18:09:00,,0.05
645,2023-01-25 18:11:00,,0.05
646,2023-01-25 18:12:00,,0.05
647,2023-01-25 18:13:00,,0.05
648,2023-01-25 18:14:00,,0.05
649,2023-01-25 18:15:00,,0.07
650,2023-01-25 18:16:00,,0.07
651,2023-01-25 18:17:00,,0.05
652,2023-01-25 18:18:00,,0.05
653,2023-01-25 18:19:00,,0.05
654,2023-01-25 18:20:00,,0.07
655,2023-01-25 18:21:00,,0.05
656,2023-01-25 18:22:00,0.05,
657,2023-01-25 18:23:00,,0.05
658,2023-01-25 18:24:00,,0.05
659,2023-01-25 18:25:00,,0.05
660,2023-01-25 18:26:00,,0.05
661,2023-01-25 18:28:00,,0.05
662,2023-01-25 18:29:00,,0.06
663,2023-01-25 18:30:00,,0.07
664,2023-01-25 18:31:00,,0.05
665,2023-01-25 18:32:00,,0.05
666,2023-01-25 18:34:00,0.05,
667,2023-01-25 18:35:00,,0.05
668,2023-01-25 18:36:00,,0.06
669,2023-01-25 18:37:00,,0.05
670,2023-01-25 18:39:00,,0.07
671,2023-01-25 18:40:00,,0.05
672,2023-01-25 18:42:00,,0.05
673,2023-01-25 18:43:00,,0.05
674,2023-01-25 18:44:00,0.05,
675,2023-01-25 18:45:00,,0.05
676,2023-01-25 18:47:00,,0.05
677,2023-01-25 18:48:00,0.05,
678,2023-01-25 18:49:00,,0.05
679,2023-01-25 18:50:00,,0.05
680,2023-01-25 18:51:00,,0.05
681,2023-01-25 18:53:00,,0.05
682,2023-01-25 18:54:00,0.05,
683,2023-01-25 18:56:00,,0.05
684,2023-01-25 18:57:00,,0.05
685,2023-01-25 18:59:00,,0.05
686,2023-01-25 19:01:00,,0.05
687,2023-01-25 19:03:00,,0.05
688,2023-01-25 19:04:00,,0.07
689,2023-01-25 19:06:00,,0.05
690,2023-01-25 19:09:00,,0.05
691,2023-01-25 19:11:00,,0.05
692,2023-01-25 19:12:00,0.05,
693,2023-01-25 19:13:00,,0.05
694,2023-01-25 19:15:00,,0.07
695,2023-01-25 19:16:00,,0.05
696,2023-01-25 19:17:00,,0.05
697,2023-01-25 19:19:00,0.05,
