timestamp,volume,vw,open,close,high,low,t,n
2023-04-14 13:30:00,231,1.1,1.4,0.95,1.4,0.95,1681479000000,101
2023-04-14 13:31:00,206,0.9391,0.95,0.8,1.05,0.8,1681479060000,84
2023-04-14 13:32:00,304,0.844,0.8,0.82,0.93,0.8,1681479120000,89
2023-04-14 13:33:00,232,0.7722,0.8,0.8,0.85,0.7,1681479180000,85
2023-04-14 13:34:00,144,0.7203,0.8,0.7,0.8,0.65,1681479240000,44
2023-04-14 13:35:00,180,0.6174,0.7,0.62,0.7,0.57,1681479300000,66
2023-04-14 13:36:00,250,0.5793,0.62,0.6,0.65,0.54,1681479360000,75
2023-04-14 13:37:00,78,0.5241,0.55,0.5,0.6,0.5,1681479420000,51
2023-04-14 13:38:00,117,0.485,0.55,0.47,0.55,0.45,1681479480000,51
2023-04-14 13:39:00,460,0.468,0.47,0.55,0.55,0.45,1681479540000,71
2023-04-14 13:40:00,330,0.5446,0.55,0.55,0.6,0.5,1681479600000,42
2023-04-14 13:41:00,241,0.5568,0.55,0.6,0.6,0.5,1681479660000,53
2023-04-14 13:42:00,91,0.5343,0.57,0.5,0.6,0.5,1681479720000,39
2023-04-14 13:43:00,221,0.4884,0.52,0.45,0.55,0.45,1681479780000,38
2023-04-14 13:44:00,106,0.4326,0.47,0.45,0.5,0.4,1681479840000,53
2023-04-14 13:45:00,140,0.4131,0.43,0.4,0.45,0.4,1681479900000,38
2023-04-14 13:46:00,68,0.3896,0.37,0.4,0.4,0.35,1681479960000,28
2023-04-14 13:47:00,58,0.3679,0.4,0.37,0.4,0.35,1681480020000,27
2023-04-14 13:48:00,98,0.3901,0.4,0.37,0.4,0.35,1681480080000,24
2023-04-14 13:49:00,50,0.3808,0.35,0.35,0.4,0.35,1681480140000,14
2023-04-14 13:50:00,60,0.3505,0.37,0.35,0.4,0.3,1681480200000,26
2023-04-14 13:51:00,51,0.3704,0.35,0.35,0.4,0.31,1681480260000,28
2023-04-14 13:52:00,30,0.3837,0.37,0.4,0.4,0.35,1681480320000,14
2023-04-14 13:53:00,155,0.4397,0.4,0.45,0.45,0.37,1681480380000,27
2023-04-14 13:54:00,257,0.4603,0.45,0.45,0.5,0.45,1681480440000,64
2023-04-14 13:55:00,91,0.4859,0.5,0.5,0.5,0.45,1681480500000,21
2023-04-14 13:56:00,89,0.4471,0.45,0.45,0.5,0.42,1681480560000,25
2023-04-14 13:57:00,45,0.4144,0.42,0.4,0.45,0.4,1681480620000,15
2023-04-14 13:58:00,30,0.414,0.41,0.42,0.45,0.4,1681480680000,12
2023-04-14 13:59:00,67,0.4467,0.4,0.45,0.5,0.4,1681480740000,39
2023-04-14 14:00:00,300,0.5406,0.47,0.57,0.6,0.45,1681480800000,57
2023-04-14 14:01:00,111,0.4893,0.6,0.45,0.6,0.45,1681480860000,37
2023-04-14 14:02:00,63,0.4043,0.45,0.4,0.45,0.4,1681480920000,16
2023-04-14 14:03:00,75,0.4207,0.4,0.45,0.5,0.35,1681480980000,18
2023-04-14 14:04:00,34,0.4462,0.45,0.45,0.5,0.42,1681481040000,17
2023-04-14 14:05:00,127,0.4943,0.45,0.52,0.55,0.45,1681481100000,37
2023-04-14 14:06:00,172,0.606,0.6,0.6,0.65,0.55,1681481160000,41
2023-04-14 14:07:00,218,0.6668,0.6,0.75,0.77,0.6,1681481220000,60
2023-04-14 14:08:00,354,0.9755,0.7,1.05,1.1,0.7,1681481280000,139
2023-04-14 14:09:00,496,1.3794,1.05,1.37,1.7,1.05,1681481340000,196
