timestamp,volume,vw,open,close,high,low,t,n
2024-05-24 13:30:00,83,0.05,0.05,0.05,0.05,0.05,1716557400000,19
2024-05-24 13:32:00,14,0.05,0.05,0.05,0.05,0.05,1716557520000,3
2024-05-24 13:33:00,3,0.05,0.05,0.05,0.05,0.05,1716557580000,1
2024-05-24 13:34:00,44,0.05,0.05,0.05,0.05,0.05,1716557640000,5
2024-05-24 13:49:00,30,0.05,0.05,0.05,0.05,0.05,1716558540000,2
2024-05-24 13:55:00,1,0.05,0.05,0.05,0.05,0.05,1716558900000,1
2024-05-24 13:57:00,3,0.05,0.05,0.05,0.05,0.05,1716559020000,1
2024-05-24 13:58:00,1,0.05,0.05,0.05,0.05,0.05,1716559080000,1
2024-05-24 14:00:00,6,0.05,0.05,0.05,0.05,0.05,1716559200000,2
2024-05-24 14:32:00,4,0.05,0.05,0.05,0.05,0.05,1716561120000,1
2024-05-24 14:46:00,8,0.05,0.05,0.05,0.05,0.05,1716561960000,3
2024-05-24 15:05:00,1,0.05,0.05,0.05,0.05,0.05,1716563100000,1
2024-05-24 15:12:00,1,0.05,0.05,0.05,0.05,0.05,1716563520000,1
2024-05-24 15:13:00,29,0.05,0.05,0.05,0.05,0.05,1716563580000,6
2024-05-24 15:16:00,1,0.05,0.05,0.05,0.05,0.05,1716563760000,1
2024-05-24 15:22:00,13,0.05,0.05,0.05,0.05,0.05,1716564120000,3
2024-05-24 15:25:00,40,0.05,0.05,0.05,0.05,0.05,1716564300000,1
2024-05-24 15:26:00,10,0.05,0.05,0.05,0.05,0.05,1716564360000,4
2024-05-24 15:29:00,10,0.05,0.05,0.05,0.05,0.05,1716564540000,1
2024-05-24 15:30:00,20,0.05,0.05,0.05,0.05,0.05,1716564600000,2
2024-05-24 15:31:00,36,0.05,0.05,0.05,0.05,0.05,1716564660000,3
2024-05-24 15:32:00,15,0.05,0.05,0.05,0.05,0.05,1716564720000,4
2024-05-24 15:34:00,6,0.05,0.05,0.05,0.05,0.05,1716564840000,4
2024-05-24 15:35:00,16,0.05,0.05,0.05,0.05,0.05,1716564900000,2
2024-05-24 16:11:00,10,0.05,0.05,0.05,0.05,0.05,1716567060000,1
2024-05-24 16:18:00,2,0.05,0.05,0.05,0.05,0.05,1716567480000,1
2024-05-24 16:47:00,10,0.05,0.05,0.05,0.05,0.05,1716569220000,1
2024-05-24 17:02:00,2,0.05,0.05,0.05,0.05,0.05,1716570120000,1
2024-05-24 17:56:00,1,0.05,0.05,0.05,0.05,0.05,1716573360000,1
2024-05-24 18:15:00,5,0.05,0.05,0.05,0.05,0.05,1716574500000,2
2024-05-24 18:56:00,15,0.05,0.05,0.05,0.05,0.05,1716576960000,1
2024-05-24 19:13:00,3,0.05,0.05,0.05,0.05,0.05,1716577980000,1
