timestamp,volume,vw,open,close,high,low,t,n
2023-05-24 13:30:00,326,3.5892,3.2,3.86,4.0,3.15,1684935000000,135
2023-05-24 13:31:00,535,4.5572,3.9,4.7,4.9,3.9,1684935060000,182
2023-05-24 13:32:00,505,4.6387,4.7,4.46,4.89,4.28,1684935120000,106
2023-05-24 13:33:00,2592,4.1734,4.5,3.9,4.7,3.7,1684935180000,126
2023-05-24 13:34:00,294,3.5296,3.8,3.4,4.0,3.3,1684935240000,116
2023-05-24 13:35:00,265,3.5572,3.5,3.7,3.8,3.34,1684935300000,92
2023-05-24 13:36:00,261,3.9182,3.75,3.9,4.1,3.7,1684935360000,108
2023-05-24 13:37:00,847,4.1636,4.0,4.03,4.4,3.96,1684935420000,94
2023-05-24 13:38:00,407,3.9517,4.01,3.9,4.1,3.8,1684935480000,68
2023-05-24 13:39:00,280,4.1185,4.0,4.4,4.4,4.0,1684935540000,66
2023-05-24 13:40:00,225,4.3902,4.4,4.5,4.6,4.2,1684935600000,103
2023-05-24 13:41:00,368,4.153,4.4,4.1,4.4,4.0,1684935660000,99
2023-05-24 13:42:00,122,4.1558,4.0,4.1,4.35,4.0,1684935720000,36
2023-05-24 13:43:00,180,4.3659,4.21,4.4,4.6,4.2,1684935780000,75
2023-05-24 13:44:00,531,4.5939,4.4,4.7,4.77,4.3,1684935840000,85
2023-05-24 13:45:00,417,4.5734,4.7,4.7,4.8,4.3,1684935900000,93
2023-05-24 13:46:00,412,4.8871,4.6,5.1,5.2,4.6,1684935960000,108
2023-05-24 13:47:00,628,5.1849,5.2,4.8,5.4,4.6,1684936020000,170
2023-05-24 13:48:00,284,5.2023,4.76,5.3,5.4,4.76,1684936080000,97
2023-05-24 13:49:00,174,5.207,5.4,5.2,5.4,5.1,1684936140000,76
2023-05-24 13:50:00,198,4.9411,5.3,4.82,5.3,4.7,1684936200000,96
2023-05-24 13:51:00,515,4.9938,4.8,5.0,5.2,4.8,1684936260000,176
2023-05-24 13:52:00,508,5.2915,5.0,5.5,5.6,4.92,1684936320000,191
2023-05-24 13:53:00,492,5.8326,5.5,5.81,6.35,5.05,1684936380000,207
2023-05-24 13:54:00,336,5.9095,5.9,6.2,6.4,5.76,1684936440000,126
2023-05-24 13:55:00,407,5.905,6.3,4.87,6.4,4.87,1684936500000,179
