timestamp,volume,vw,open,close,high,low,t,n
2024-05-20 13:30:00,12,0.05,0.05,0.05,0.05,0.05,1716211800000,1
2024-05-20 13:31:00,22,0.05,0.05,0.05,0.05,0.05,1716211860000,7
2024-05-20 13:32:00,14,0.05,0.05,0.05,0.05,0.05,1716211920000,2
2024-05-20 13:34:00,11,0.05,0.05,0.05,0.05,0.05,1716212040000,1
2024-05-20 13:37:00,19,0.05,0.05,0.05,0.05,0.05,1716212220000,4
2024-05-20 13:40:00,51,0.05,0.05,0.05,0.05,0.05,1716212400000,3
2024-05-20 13:42:00,5,0.05,0.05,0.05,0.05,0.05,1716212520000,1
2024-05-20 13:43:00,18,0.05,0.05,0.05,0.05,0.05,1716212580000,4
2024-05-20 13:50:00,11,0.05,0.05,0.05,0.05,0.05,1716213000000,1
2024-05-20 13:52:00,1,0.05,0.05,0.05,0.05,0.05,1716213120000,1
2024-05-20 13:56:00,1,0.05,0.05,0.05,0.05,0.05,1716213360000,1
2024-05-20 14:05:00,1,0.05,0.05,0.05,0.05,0.05,1716213900000,1
2024-05-20 14:16:00,5,0.05,0.05,0.05,0.05,0.05,1716214560000,1
2024-05-20 14:21:00,1,0.05,0.05,0.05,0.05,0.05,1716214860000,1
2024-05-20 14:27:00,4,0.05,0.05,0.05,0.05,0.05,1716215220000,2
2024-05-20 14:29:00,1,0.05,0.05,0.05,0.05,0.05,1716215340000,1
2024-05-20 14:32:00,1,0.05,0.05,0.05,0.05,0.05,1716215520000,1
2024-05-20 14:53:00,6,0.05,0.05,0.05,0.05,0.05,1716216780000,1
2024-05-20 14:56:00,1,0.05,0.05,0.05,0.05,0.05,1716216960000,1
2024-05-20 15:04:00,1,0.05,0.05,0.05,0.05,0.05,1716217440000,1
2024-05-20 15:08:00,2,0.05,0.05,0.05,0.05,0.05,1716217680000,1
2024-05-20 15:10:00,6,0.05,0.05,0.05,0.05,0.05,1716217800000,2
2024-05-20 15:14:00,3,0.05,0.05,0.05,0.05,0.05,1716218040000,1
2024-05-20 15:33:00,3,0.05,0.05,0.05,0.05,0.05,1716219180000,1
2024-05-20 15:35:00,1,0.05,0.05,0.05,0.05,0.05,1716219300000,1
2024-05-20 15:48:00,2,0.05,0.05,0.05,0.05,0.05,1716220080000,1
2024-05-20 15:49:00,5,0.05,0.05,0.05,0.05,0.05,1716220140000,3
2024-05-20 16:00:00,270,0.05,0.05,0.05,0.05,0.05,1716220800000,2
2024-05-20 16:26:00,5,0.05,0.05,0.05,0.05,0.05,1716222360000,5
2024-05-20 16:30:00,2,0.05,0.05,0.05,0.05,0.05,1716222600000,1
2024-05-20 17:43:00,10,0.05,0.05,0.05,0.05,0.05,1716226980000,1
2024-05-20 18:50:00,1,0.05,0.05,0.05,0.05,0.05,1716231000000,1
2024-05-20 19:56:00,1,0.05,0.05,0.05,0.05,0.05,1716234960000,1
