timestamp,volume,vw,open,close,high,low,t,n
2024-02-20 14:30:00,254,5.0676,4.7,5.2,5.3,4.6,1708439400000,81
2024-02-20 14:31:00,187,5.4433,5.3,5.5,5.9,5.26,1708439460000,95
2024-02-20 14:32:00,243,5.8656,5.4,6.1,6.5,5.3,1708439520000,130
2024-02-20 14:33:00,209,6.2913,6.1,6.5,6.64,5.8,1708439580000,108
2024-02-20 14:34:00,393,5.882,6.5,5.8,6.7,5.5,1708439640000,131
2024-02-20 14:35:00,320,5.7867,5.95,5.53,6.2,5.53,1708439700000,84
2024-02-20 14:36:00,246,4.9262,5.5,4.31,5.5,4.2,1708439760000,115
2024-02-20 14:37:00,407,4.3532,4.4,4.1,4.6,4.1,1708439820000,78
2024-02-20 14:38:00,251,3.9582,4.2,3.5,4.4,3.5,1708439880000,118
2024-02-20 14:39:00,197,3.5567,3.6,3.5,3.8,3.3,1708439940000,91
2024-02-20 14:40:00,337,2.9803,3.5,2.85,3.5,2.75,1708440000000,133
2024-02-20 14:41:00,662,2.8222,2.9,3.2,3.2,2.53,1708440060000,168
2024-02-20 14:42:00,468,2.9199,3.2,2.7,3.25,2.65,1708440120000,147
2024-02-20 14:43:00,526,2.6651,2.75,2.65,2.8,2.6,1708440180000,112
2024-02-20 14:44:00,319,2.6677,2.65,2.8,2.95,2.5,1708440240000,99
2024-02-20 14:45:00,242,2.6398,2.75,2.75,2.85,2.52,1708440300000,97
2024-02-20 14:46:00,219,2.601,2.7,2.55,2.77,2.4,1708440360000,125
2024-02-20 14:47:00,627,2.844,2.5,2.8,3.03,2.5,1708440420000,177
2024-02-20 14:48:00,337,2.566,2.8,2.5,2.85,2.4,1708440480000,101
2024-02-20 14:49:00,165,2.6132,2.5,2.55,2.7,2.5,1708440540000,70
2024-02-20 14:50:00,1048,2.5058,2.55,2.45,2.6,2.39,1708440600000,99
2024-02-20 14:51:00,297,2.2364,2.45,2.1,2.5,2.05,1708440660000,132
2024-02-20 14:52:00,419,1.9638,2.1,1.92,2.1,1.85,1708440720000,149
2024-02-20 14:53:00,279,2.2043,2.0,2.35,2.35,1.97,1708440780000,115
2024-02-20 14:54:00,582,2.4566,2.35,2.55,2.65,2.3,1708440840000,184
2024-02-20 14:55:00,560,2.7088,2.55,2.9,2.9,2.5,1708440900000,164
2024-02-20 14:56:00,183,2.6679,2.85,2.6,2.85,2.45,1708440960000,103
2024-02-20 14:57:00,196,2.6776,2.55,2.8,2.8,2.55,1708441020000,81
2024-02-20 14:58:00,518,2.8884,2.8,2.85,3.1,2.7,1708441080000,147
2024-02-20 14:59:00,189,2.5502,2.8,2.35,2.85,2.3,1708441140000,109
2024-02-20 15:00:00,287,2.2289,2.3,2.2,2.45,2.05,1708441200000,114
2024-02-20 15:01:00,309,2.1801,2.2,2.05,2.4,2.0,1708441260000,124
2024-02-20 15:02:00,153,2.0605,2.15,2.0,2.27,1.95,1708441320000,78
2024-02-20 15:03:00,581,1.9691,2.0,1.99,2.07,1.8,1708441380000,124
2024-02-20 15:04:00,234,2.1938,2.05,2.1,2.33,2.05,1708441440000,97
2024-02-20 15:05:00,371,2.2256,2.05,2.2,2.4,2.0,1708441500000,123
2024-02-20 15:06:00,151,2.2403,2.15,2.17,2.35,2.1,1708441560000,66
