timestamp,volume,vw,open,close,high,low,t,n
2024-02-20 14:30:00,11,0.05,0.05,0.05,0.05,0.05,1708439400000,4
2024-02-20 14:31:00,4,0.05,0.05,0.05,0.05,0.05,1708439460000,2
2024-02-20 14:33:00,10,0.05,0.05,0.05,0.05,0.05,1708439580000,1
2024-02-20 14:34:00,2,0.05,0.05,0.05,0.05,0.05,1708439640000,1
2024-02-20 14:35:00,1,0.05,0.05,0.05,0.05,0.05,1708439700000,1
2024-02-20 14:37:00,1,0.05,0.05,0.05,0.05,0.05,1708439820000,1
2024-02-20 14:40:00,4,0.05,0.05,0.05,0.05,0.05,1708440000000,1
2024-02-20 14:42:00,1,0.05,0.05,0.05,0.05,0.05,1708440120000,1
2024-02-20 14:45:00,11,0.05,0.05,0.05,0.05,0.05,1708440300000,2
2024-02-20 14:46:00,2,0.05,0.05,0.05,0.05,0.05,1708440360000,1
2024-02-20 14:50:00,1,0.05,0.05,0.05,0.05,0.05,1708440600000,1
2024-02-20 14:53:00,40,0.05,0.05,0.05,0.05,0.05,1708440780000,6
2024-02-20 14:54:00,40,0.05,0.05,0.05,0.05,0.05,1708440840000,9
2024-02-20 14:55:00,50,0.05,0.05,0.05,0.05,0.05,1708440900000,1
2024-02-20 15:00:00,3,0.05,0.05,0.05,0.05,0.05,1708441200000,3
2024-02-20 15:01:00,3,0.05,0.05,0.05,0.05,0.05,1708441260000,1
2024-02-20 15:10:00,10,0.05,0.05,0.05,0.05,0.05,1708441800000,1
2024-02-20 15:11:00,50,0.05,0.05,0.05,0.05,0.05,1708441860000,3
2024-02-20 15:13:00,2,0.05,0.05,0.05,0.05,0.05,1708441980000,1
2024-02-20 15:16:00,5,0.05,0.05,0.05,0.05,0.05,1708442160000,1
2024-02-20 15:23:00,2,0.05,0.05,0.05,0.05,0.05,1708442580000,1
2024-02-20 15:35:00,1,0.05,0.05,0.05,0.05,0.05,1708443300000,1
2024-02-20 15:39:00,4,0.05,0.05,0.05,0.05,0.05,1708443540000,1
2024-02-20 15:58:00,2,0.05,0.05,0.05,0.05,0.05,1708444680000,1
2024-02-20 17:08:00,4,0.05,0.05,0.05,0.05,0.05,1708448880000,1
2024-02-20 17:20:00,37,0.05,0.05,0.05,0.05,0.05,1708449600000,6
2024-02-20 17:22:00,6,0.05,0.05,0.05,0.05,0.05,1708449720000,1
2024-02-20 17:23:00,2,0.05,0.05,0.05,0.05,0.05,1708449780000,1
2024-02-20 17:25:00,16,0.05,0.05,0.05,0.05,0.05,1708449900000,5
2024-02-20 17:27:00,6,0.05,0.05,0.05,0.05,0.05,1708450020000,1
2024-02-20 17:28:00,12,0.05,0.05,0.05,0.05,0.05,1708450080000,2
2024-02-20 18:51:00,1,0.05,0.05,0.05,0.05,0.05,1708455060000,1
2024-02-20 19:41:00,2,0.05,0.05,0.05,0.05,0.05,1708458060000,1
2024-02-20 19:45:00,4,0.05,0.05,0.05,0.05,0.05,1708458300000,1
2024-02-20 20:01:00,1,0.05,0.05,0.05,0.05,0.05,1708459260000,1
2024-02-20 20:12:00,4,0.05,0.05,0.05,0.05,0.05,1708459920000,1
2024-02-20 20:34:00,1,0.05,0.05,0.05,0.05,0.05,1708461240000,1
