timestamp,volume,vw,open,close,high,low,t,n
2024-04-10 13:30:00,29,50.3431,50.72,51.99,51.99,49.65,1712755800000,13
2024-04-10 13:31:00,29,54.5283,54.12,55.8,56.3,52.85,1712755860000,14
2024-04-10 13:32:00,24,52.6221,54.8,49.2,55.68,49.2,1712755920000,8
2024-04-10 13:33:00,13,51.8469,50.1,52.43,52.43,49.24,1712755980000,6
2024-04-10 13:34:00,8,54.475,54.0,54.84,54.84,54.0,1712756040000,4
2024-04-10 13:35:00,4,48.7725,52.08,47.67,52.08,47.67,1712756100000,2
2024-04-10 13:36:00,1,49.86,49.86,49.86,49.86,49.86,1712756160000,1
2024-04-10 13:37:00,1,53.85,53.85,53.85,53.85,53.85,1712756220000,1
2024-04-10 13:38:00,5,52.5,53.89,48.65,53.89,48.65,1712756280000,5
2024-04-10 13:39:00,13,50.2238,52.0,49.7,53.01,49.7,1712756340000,4
2024-04-10 13:40:00,1,52.73,52.73,52.73,52.73,52.73,1712756400000,1
2024-04-10 13:41:00,5,51.774,52.86,51.71,52.86,51.4,1712756460000,4
2024-04-10 13:42:00,30,52.0,52.0,52.0,52.0,52.0,1712756520000,2
2024-04-10 13:43:00,15,51.4227,52.0,49.47,52.0,49.47,1712756580000,4
2024-04-10 13:44:00,14,46.4264,47.83,44.68,47.83,44.39,1712756640000,5
2024-04-10 13:45:00,1,47.2,47.2,47.2,47.2,47.2,1712756700000,1
2024-04-10 13:46:00,3,53.4767,52.7,54.0,54.0,52.7,1712756760000,3
2024-04-10 13:47:00,36,55.7467,55.22,53.6,56.99,53.6,1712756820000,8
2024-04-10 13:48:00,4,54.37,54.18,54.56,54.56,54.18,1712756880000,2
2024-04-10 13:49:00,8,56.2913,53.34,57.2,57.29,53.34,1712756940000,3
2024-04-10 13:50:00,4,55.1875,56.41,52.55,56.41,52.55,1712757000000,4
2024-04-10 13:51:00,62,52.0924,50.7,47.88,52.42,47.88,1712757060000,7
2024-04-10 13:52:00,3,50.8367,49.23,51.64,51.64,49.23,1712757120000,2
2024-04-10 13:53:00,3,49.91,51.4,49.03,51.4,49.03,1712757180000,3
2024-04-10 13:54:00,54,44.55,45.99,43.69,45.99,43.56,1712757240000,7
2024-04-10 13:55:00,151,44.7934,46.8,46.8,46.8,46.8,1712757300000,2
2024-04-10 13:56:00,2,44.67,46.1,43.24,46.1,43.24,1712757360000,2
2024-04-10 13:57:00,9,42.1978,42.6,42.89,42.89,41.79,1712757420000,4
2024-04-10 13:58:00,1,43.4,43.4,43.4,43.4,43.4,1712757480000,1
2024-04-10 14:00:00,1,47.59,47.59,47.59,47.59,47.59,1712757600000,1
2024-04-10 14:01:00,3,45.8267,45.5,46.51,46.51,45.47,1712757660000,3
2024-04-10 14:02:00,1,46.77,46.77,46.77,46.77,46.77,1712757720000,1
2024-04-10 14:03:00,18,48.8911,48.9,48.54,49.1,48.54,1712757780000,3
2024-04-10 14:04:00,1,49.5,49.5,49.5,49.5,49.5,1712757840000,1
2024-04-10 14:05:00,1,46.44,46.44,46.44,46.44,46.44,1712757900000,1
2024-04-10 14:06:00,2,48.255,47.51,49.0,49.0,47.51,1712757960000,2
2024-04-10 14:08:00,30,42.042,42.06,42.03,42.06,42.03,1712758080000,2
2024-04-10 14:09:00,219,39.645,41.5,41.0,41.5,38.86,1712758140000,8
2024-04-10 14:10:00,3,43.2733,42.36,43.73,43.73,42.36,1712758200000,2
2024-04-10 14:11:00,111,42.7649,42.84,42.06,42.84,42.06,1712758260000,10
2024-04-10 14:12:00,1,42.1,42.1,42.1,42.1,42.1,1712758320000,1
2024-04-10 14:13:00,2,44.615,44.23,45.0,45.0,44.23,1712758380000,2
2024-04-10 14:14:00,5,43.982,43.99,43.95,43.99,43.95,1712758440000,2
2024-04-10 14:16:00,1,46.48,46.48,46.48,46.48,46.48,1712758560000,1
2024-04-10 14:19:00,14,36.6171,39.1,36.49,39.1,34.6,1712758740000,7
2024-04-10 14:21:00,11,37.5473,37.38,39.22,39.22,37.38,1712758860000,2
2024-04-10 14:24:00,12,37.6042,37.35,38.5,39.22,37.35,1712759040000,4
2024-04-10 14:25:00,6,35.535,38.11,34.9,38.11,34.9,1712759100000,4
2024-04-10 14:26:00,3,37.3933,37.38,37.4,37.4,37.38,1712759160000,3
2024-04-10 14:29:00,5,38.248,38.51,37.2,38.51,37.2,1712759340000,5
2024-04-10 14:30:00,1,38.21,38.21,38.21,38.21,38.21,1712759400000,1
2024-04-10 14:31:00,1,37.72,37.72,37.72,37.72,37.72,1712759460000,1
2024-04-10 14:32:00,5,34.62,34.62,34.62,34.62,34.62,1712759520000,1
2024-04-10 14:33:00,4,33.505,34.52,32.65,34.52,32.65,1712759580000,3
2024-04-10 14:34:00,1,31.32,31.32,31.32,31.32,31.32,1712759640000,1
2024-04-10 14:35:00,10,33.096,32.16,33.2,33.2,32.16,1712759700000,2
2024-04-10 14:36:00,13,32.6977,32.64,32.89,32.89,32.64,1712759760000,4
2024-04-10 14:38:00,17,29.0559,30.0,27.5,30.0,27.0,1712759880000,10
2024-04-10 14:39:00,6,28.2167,28.0,28.1,28.5,28.0,1712759940000,3
2024-04-10 14:40:00,21,28.7571,28.0,29.0,29.2,28.0,1712760000000,6
2024-04-10 14:42:00,1,30.2,30.2,30.2,30.2,30.2,1712760120000,1
2024-04-10 14:43:00,20,31.128,31.0,30.64,31.32,30.64,1712760180000,5
2024-04-10 14:44:00,12,32.39,31.0,32.5,32.9,31.0,1712760240000,6
2024-04-10 14:45:00,1,33.0,33.0,33.0,33.0,33.0,1712760300000,1
2024-04-10 14:46:00,4,34.6675,34.6,34.87,34.87,34.6,1712760360000,2
2024-04-10 14:47:00,5,35.07,35.07,35.07,35.07,35.07,1712760420000,1
2024-04-10 14:49:00,1,37.0,37.0,37.0,37.0,37.0,1712760540000,1
2024-04-10 14:50:00,11,34.8945,34.24,34.96,34.96,34.24,1712760600000,2
2024-04-10 14:51:00,3,37.1467,37.0,37.44,37.44,37.0,1712760660000,2
2024-04-10 14:52:00,1,38.03,38.03,38.03,38.03,38.03,1712760720000,1
2024-04-10 14:55:00,1,42.0,42.0,42.0,42.0,42.0,1712760900000,1
2024-04-10 14:56:00,17,41.9182,42.18,42.29,42.29,41.8,1712760960000,3
